Sequence,Order,Lect,Category,ipa
nt͡sʰ,1,Shixing,Onset,n
nt͡ɕʰ,1,Shixing,Onset,n
nɖ͡ʐ,1,Shixing,Onset,n
nʈ͡ʂʰ,1,Shixing,Onset,n
n̥,1,Shixing,Onset,n̥
o,1,Shixing,Nucleus,o
õ,1,Shixing,Nucleus,õ
p,1,Shixing,Onset,p
pʰ,1,Shixing,Onset,pʰ
q,1,Shixing,Onset,q
qʰ,1,Shixing,Onset,qʰ
r,1,Shixing,Onset,r
s,1,Shixing,Onset,s
t,1,Shixing,Onset,t
tʰ,1,Shixing,Onset,tʰ
t͡s,1,Shixing,Onset,t͡s
t͡sʰ,1,Shixing,Onset,t͡sʰ
t͡ɕ,1,Shixing,Onset,t͡ɕ
t͡ɕʰ,1,Shixing,Onset,t͡ɕʰ
t͡ʃ,1,Shixing,Onset,t͡ʃ
t͡ʃʰ,1,Shixing,Onset,t͡ʃʰ
u,1,Shixing,Nucleus,u
ue,1,Shixing,Nucleus,u
uẽ,1,Shixing,Nucleus,u
ui,1,Shixing,Nucleus,u
uɐ,1,Shixing,Nucleus,u
uɑ,1,Shixing,Nucleus,u
uɑĩ,1,Shixing,Nucleus,u
uɑ̃,1,Shixing,Nucleus,u
uɔ,1,Shixing,Nucleus,u
uɔ̃,1,Shixing,Nucleus,u
uə,1,Shixing,Nucleus,u
uə̃,1,Shixing,Nucleus,u
uɛ,1,Shixing,Nucleus,u
uɛi,1,Shixing,Nucleus,u
uɛ̃,1,Shixing,Nucleus,u
uɯ,1,Shixing,Nucleus,u
ũ,1,Shixing,Nucleus,ũ
w,1,Shixing,Onset,w
x,1,Shixing,Onset,x
y,1,Shixing,Nucleus,y
ye,1,Shixing,Nucleus,y
yi,1,Shixing,Nucleus,y
yĩ,1,Shixing,Nucleus,y
yɐ,1,Shixing,Nucleus,y
yɑ,1,Shixing,Nucleus,y
yɔ̃,1,Shixing,Nucleus,y
yɛ,1,Shixing,Nucleus,y
yɛ̃,1,Shixing,Nucleus,y
ỹ,1,Shixing,Nucleus,ỹ
z,1,Shixing,Nucleus,z
z,1,Shixing,Onset,z
ŋ,1,Shixing,Coda,ŋ
ŋ,1,Shixing,Onset,ŋ
ŋkʰ,1,Shixing,Onset,ŋ
ŋqʰ,1,Shixing,Onset,ŋ
ŋɡ,1,Shixing,Onset,ŋ
ŋɢ,1,Shixing,Onset,ŋ
ɐ,1,Shixing,Nucleus,ɐ
ɑ,1,Shixing,Nucleus,ɑ
ɑ̃,1,Shixing,Nucleus,ɑ̃
ɔ,1,Shixing,Nucleus,ɔ
ɔ̃,1,Shixing,Nucleus,ɔ̃
ɕ,1,Shixing,Onset,ɕ
ɖ͡ʐ,1,Shixing,Onset,ɖ͡ʐ
ə,1,Shixing,Nucleus,ə
ə˞,1,Shixing,Nucleus,ə˞
ə̃,1,Shixing,Nucleus,ə̃
ɛ,1,Shixing,Nucleus,ɛ
ɛi,1,Shixing,Nucleus,ɛ
ɛ̃,1,Shixing,Nucleus,ɛ̃
ɡ,1,Shixing,Onset,ɡ
ɢ,1,Shixing,Onset,ɢ
ɣ,1,Shixing,Onset,ɣ
ɦ,1,Shixing,Onset,ɦ
ɬ,1,Shixing,Onset,ɬ
ɯ,1,Shixing,Nucleus,ɯ
ɯi,1,Shixing,Nucleus,ɯ
ɯ̃,1,Shixing,Nucleus,ɯ̃
ɲ,1,Shixing,Onset,ɲ
ɲ̥,1,Shixing,Onset,ɲ̥
ɸ,1,Shixing,Onset,ɸ
ɹ,1,Shixing,Onset,ɹ
ʁ,1,Shixing,Onset,ʁ
ʂ,1,Shixing,Onset,ʂ
ʃ,1,Shixing,Onset,ʃ
ʈ͡ʂ,1,Shixing,Onset,ʈ͡ʂ
ʈ͡ʂʰ,1,Shixing,Onset,ʈ͡ʂʰ
ʉ,1,Shixing,Nucleus,ʉ
ʐ,1,Shixing,Onset,ʐ
ʑ,1,Shixing,Onset,ʑ
ʒ,1,Shixing,Onset,ʒ
ʔ,1,Shixing,Onset,ʔ
β,1,Shixing,Onset,β
χ,1,Shixing,Onset,χ
#,1,Sholaga,Onset,#
#,1,Sholaga,Coda,#
a,1,Sholaga,Nucleus,a
aː,1,Sholaga,Nucleus,aː
ã,1,Sholaga,Nucleus,ã
ãː,1,Sholaga,Nucleus,ãː
b,1,Sholaga,Onset,b
b,1,Sholaga,Coda,b
br,1,Sholaga,Onset,b
bɭ,1,Sholaga,Onset,b
d,1,Sholaga,Onset,d
d,1,Sholaga,Coda,d
d͡ʑ,1,Sholaga,Onset,d͡ʑ
d͡ʑ,1,Sholaga,Coda,d͡ʑ
eː,1,Sholaga,Nucleus,eː
ẽː,1,Sholaga,Nucleus,ẽː
h,1,Sholaga,Onset,h
h,1,Sholaga,Coda,h
iː,1,Sholaga,Nucleus,iː
ĩː,1,Sholaga,Nucleus,ĩː
j,1,Sholaga,Onset,j
j,1,Sholaga,Coda,j
k,1,Sholaga,Onset,k
k,1,Sholaga,Coda,k
l,1,Sholaga,Onset,l
l,1,Sholaga,Coda,l
m,1,Sholaga,Onset,m
m,1,Sholaga,Coda,m
n,1,Sholaga,Onset,n
n,1,Sholaga,Coda,n
nk,1,Sholaga,Onset,n
oː,1,Sholaga,Nucleus,oː
õː,1,Sholaga,Nucleus,õː
p,1,Sholaga,Onset,p
p,1,Sholaga,Coda,p
t,1,Sholaga,Onset,t
t,1,Sholaga,Coda,t
tj,1,Sholaga,Onset,t
t͡ɕ,1,Sholaga,Onset,t͡ɕ
t͡ɕ,1,Sholaga,Coda,t͡ɕ
t͡ɕt,1,Sholaga,Onset,t͡ɕ
uː,1,Sholaga,Nucleus,uː
ũː,1,Sholaga,Nucleus,ũː
w,1,Sholaga,Onset,w
w,1,Sholaga,Coda,w
ɔ,1,Sholaga,Nucleus,ɔ
ɔ̃,1,Sholaga,Nucleus,ɔ̃
ɖ,1,Sholaga,Onset,ɖ
ɖ,1,Sholaga,Coda,ɖ
ɖr,1,Sholaga,Onset,ɖ
ɛ,1,Sholaga,Nucleus,ɛ
ɛ̃,1,Sholaga,Nucleus,ɛ̃
ɡ,1,Sholaga,Onset,ɡ
ɡ,1,Sholaga,Coda,ɡ
ɡɭ,1,Sholaga,Onset,ɡ
ɪ,1,Sholaga,Nucleus,ɪ
ɪ̃,1,Sholaga,Nucleus,ɪ̃
ɭ,1,Sholaga,Onset,ɭ
ɭ,1,Sholaga,Coda,ɭ
ɳ,1,Sholaga,Onset,ɳ
ɳ,1,Sholaga,Coda,ɳ
ɽ,1,Sholaga,Coda,ɽ
ɾ,1,Sholaga,Onset,ɾ
ɾ,1,Sholaga,Coda,ɾ
ʈ,1,Sholaga,Onset,ʈ
ʈ,1,Sholaga,Coda,ʈ
ʊ,1,Sholaga,Nucleus,ʊ
ʊ̃,1,Sholaga,Nucleus,ʊ̃
#,1,Sichuan Yi,Onset,#
#,1,Sichuan Yi,Coda,#
bf,1,Sichuan Yi,Onset,b
df,1,Sichuan Yi,Onset,d
kf,1,Sichuan Yi,Onset,k
kʰf,1,Sichuan Yi,Onset,kʰ
pf,1,Sichuan Yi,Onset,p
pʰf,1,Sichuan Yi,Onset,pʰ
tf,1,Sichuan Yi,Onset,t
tʰf,1,Sichuan Yi,Onset,tʰ
ɡf,1,Sichuan Yi,Onset,ɡ
bs,1,Sichuan Yi,Onset,b
ds,1,Sichuan Yi,Onset,d
ks,1,Sichuan Yi,Onset,k
kʰs,1,Sichuan Yi,Onset,kʰ
ps,1,Sichuan Yi,Onset,p
pʰs,1,Sichuan Yi,Onset,pʰ
ts,1,Sichuan Yi,Onset,t
tʰs,1,Sichuan Yi,Onset,tʰ
ɡs,1,Sichuan Yi,Onset,ɡ
bv,1,Sichuan Yi,Onset,b
dv,1,Sichuan Yi,Onset,d
kv,1,Sichuan Yi,Onset,k
kʰv,1,Sichuan Yi,Onset,kʰ
pv,1,Sichuan Yi,Onset,p
pʰv,1,Sichuan Yi,Onset,pʰ
tv,1,Sichuan Yi,Onset,t
tʰv,1,Sichuan Yi,Onset,tʰ
ɡv,1,Sichuan Yi,Onset,ɡ
bx,1,Sichuan Yi,Onset,b
dx,1,Sichuan Yi,Onset,d
kx,1,Sichuan Yi,Onset,k
kʰx,1,Sichuan Yi,Onset,kʰ
px,1,Sichuan Yi,Onset,p
pʰx,1,Sichuan Yi,Onset,pʰ
tx,1,Sichuan Yi,Onset,t
tʰx,1,Sichuan Yi,Onset,tʰ
ɡx,1,Sichuan Yi,Onset,ɡ
bz,1,Sichuan Yi,Onset,b
dz,1,Sichuan Yi,Onset,d
kz,1,Sichuan Yi,Onset,k
kʰz,1,Sichuan Yi,Onset,kʰ
pz,1,Sichuan Yi,Onset,p
pʰz,1,Sichuan Yi,Onset,pʰ
tz,1,Sichuan Yi,Onset,t
tʰz,1,Sichuan Yi,Onset,tʰ
ɡz,1,Sichuan Yi,Onset,ɡ
bɕ,1,Sichuan Yi,Onset,b
dɕ,1,Sichuan Yi,Onset,d
kɕ,1,Sichuan Yi,Onset,k
kʰɕ,1,Sichuan Yi,Onset,kʰ
pɕ,1,Sichuan Yi,Onset,p
pʰɕ,1,Sichuan Yi,Onset,pʰ
tɕ,1,Sichuan Yi,Onset,t
tʰɕ,1,Sichuan Yi,Onset,tʰ
ɡɕ,1,Sichuan Yi,Onset,ɡ
bɣ,1,Sichuan Yi,Onset,b
dɣ,1,Sichuan Yi,Onset,d
kɣ,1,Sichuan Yi,Onset,k
kʰɣ,1,Sichuan Yi,Onset,kʰ
pɣ,1,Sichuan Yi,Onset,p
pʰɣ,1,Sichuan Yi,Onset,pʰ
tɣ,1,Sichuan Yi,Onset,t
tʰɣ,1,Sichuan Yi,Onset,tʰ
ɡɣ,1,Sichuan Yi,Onset,ɡ
bʂ,1,Sichuan Yi,Onset,b
dʂ,1,Sichuan Yi,Onset,d
kʂ,1,Sichuan Yi,Onset,k
kʰʂ,1,Sichuan Yi,Onset,kʰ
pʂ,1,Sichuan Yi,Onset,p
pʰʂ,1,Sichuan Yi,Onset,pʰ
tʂ,1,Sichuan Yi,Onset,t
tʰʂ,1,Sichuan Yi,Onset,tʰ
ɡʂ,1,Sichuan Yi,Onset,ɡ
bʐ,1,Sichuan Yi,Onset,b
dʐ,1,Sichuan Yi,Onset,d
kʐ,1,Sichuan Yi,Onset,k
kʰʐ,1,Sichuan Yi,Onset,kʰ
pʐ,1,Sichuan Yi,Onset,p
pʰʐ,1,Sichuan Yi,Onset,pʰ
tʐ,1,Sichuan Yi,Onset,t
tʰʐ,1,Sichuan Yi,Onset,tʰ
ɡʐ,1,Sichuan Yi,Onset,ɡ
bʑ,1,Sichuan Yi,Onset,b
dʑ,1,Sichuan Yi,Onset,d
kʑ,1,Sichuan Yi,Onset,k
kʰʑ,1,Sichuan Yi,Onset,kʰ
pʑ,1,Sichuan Yi,Onset,p
pʰʑ,1,Sichuan Yi,Onset,pʰ
tʑ,1,Sichuan Yi,Onset,t
tʰʑ,1,Sichuan Yi,Onset,tʰ
ɡʑ,1,Sichuan Yi,Onset,ɡ
a,1,Sichuan Yi,Nucleus,a
b,1,Sichuan Yi,Onset,b
d,1,Sichuan Yi,Onset,d
d͡z,1,Sichuan Yi,Onset,d͡z
d͡ʑ,1,Sichuan Yi,Onset,d͡ʑ
f,1,Sichuan Yi,Onset,f
h,1,Sichuan Yi,Onset,h
i,1,Sichuan Yi,Nucleus,i
k,1,Sichuan Yi,Onset,k
kʰ,1,Sichuan Yi,Onset,kʰ
l,1,Sichuan Yi,Onset,l
l̥,1,Sichuan Yi,Onset,l̥
m,1,Sichuan Yi,Onset,m
m̥,1,Sichuan Yi,Onset,m̥
n,1,Sichuan Yi,Onset,n
n̥,1,Sichuan Yi,Onset,n̥
o,1,Sichuan Yi,Nucleus,o
p,1,Sichuan Yi,Onset,p
pʰ,1,Sichuan Yi,Onset,pʰ
s,1,Sichuan Yi,Onset,s
t,1,Sichuan Yi,Onset,t
tʰ,1,Sichuan Yi,Onset,tʰ
t͡s,1,Sichuan Yi,Onset,t͡s
t͡sʰ,1,Sichuan Yi,Onset,t͡sʰ
t͡ɕ,1,Sichuan Yi,Onset,t͡ɕ
t͡ɕʰ,1,Sichuan Yi,Onset,t͡ɕʰ
u,1,Sichuan Yi,Nucleus,u
v,1,Sichuan Yi,Onset,v
x,1,Sichuan Yi,Onset,x
z,1,Sichuan Yi,Onset,z
ŋ,1,Sichuan Yi,Onset,ŋ
ɔ,1,Sichuan Yi,Nucleus,ɔ
ɕ,1,Sichuan Yi,Onset,ɕ
ɖ͡ʐ,1,Sichuan Yi,Onset,ɖ͡ʐ
ɛ,1,Sichuan Yi,Nucleus,ɛ
ɡ,1,Sichuan Yi,Onset,ɡ
ɣ,1,Sichuan Yi,Onset,ɣ
ɨ,1,Sichuan Yi,Nucleus,ɨ
ɯ,1,Sichuan Yi,Nucleus,ɯ
ɲ,1,Sichuan Yi,Onset,ɲ
ʂ,1,Sichuan Yi,Onset,ʂ
ʈ͡ʂ,1,Sichuan Yi,Onset,ʈ͡ʂ
ʈ͡ʂʰ,1,Sichuan Yi,Onset,ʈ͡ʂʰ
ʐ,1,Sichuan Yi,Onset,ʐ
ʑ,1,Sichuan Yi,Onset,ʑ
ⁿb,1,Sichuan Yi,Onset,ⁿb
ⁿd,1,Sichuan Yi,Onset,ⁿd
ⁿd͡z,1,Sichuan Yi,Onset,ⁿd͡z
ⁿd͡ʑ,1,Sichuan Yi,Onset,ⁿd͡ʑ
ⁿɖ͡ʐ,1,Sichuan Yi,Onset,ⁿɖ͡ʐ
ⁿɡ,1,Sichuan Yi,Onset,ⁿɡ
#,1,Sikkimese,Coda,#
b,1,Sikkimese,Onset,b
bj,1,Sikkimese,Onset,b
b̤,1,Sikkimese,Onset,b̤
b̤j,1,Sikkimese,Onset,b̤
d,1,Sikkimese,Onset,d
d̤,1,Sikkimese,Onset,d̤
d͡z,1,Sikkimese,Onset,d͡z
d͡z̤,1,Sikkimese,Onset,d͡z̤
d͡ʑ,1,Sikkimese,Onset,d͡ʑ
d͡ʑ̤,1,Sikkimese,Onset,d͡ʑ̤
eː,1,Sikkimese,Nucleus,eː
h,1,Sikkimese,Onset,h
iː,1,Sikkimese,Nucleus,iː
j,1,Sikkimese,Onset,j
k,1,Sikkimese,Coda,k
k,1,Sikkimese,Onset,k
kj,1,Sikkimese,Onset,k
kʰ,1,Sikkimese,Onset,kʰ
kʰj,1,Sikkimese,Onset,kʰ
l,1,Sikkimese,Onset,l
l̥,1,Sikkimese,Onset,l̥
m,1,Sikkimese,Coda,m
m,1,Sikkimese,Onset,m
mj,1,Sikkimese,Onset,m
m̥,1,Sikkimese,Onset,m̥
n,1,Sikkimese,Coda,n
n,1,Sikkimese,Onset,n
n̥,1,Sikkimese,Onset,n̥
oʊ,1,Sikkimese,Nucleus,o
oː,1,Sikkimese,Nucleus,oː
p,1,Sikkimese,Onset,p
p,1,Sikkimese,Coda,p
pj,1,Sikkimese,Onset,p
pʰ,1,Sikkimese,Onset,pʰ
pʰj,1,Sikkimese,Onset,pʰ
r,1,Sikkimese,Coda,r
r,1,Sikkimese,Onset,r
r̥,1,Sikkimese,Onset,r̥
s,1,Sikkimese,Onset,s
t,1,Sikkimese,Onset,t
tʰ,1,Sikkimese,Onset,tʰ
t͡s,1,Sikkimese,Onset,t͡s
t͡sʰ,1,Sikkimese,Onset,t͡sʰ
t͡ɕ,1,Sikkimese,Onset,t͡ɕ
t͡ɕʰ,1,Sikkimese,Onset,t͡ɕʰ
uː,1,Sikkimese,Nucleus,uː
yː,1,Sikkimese,Nucleus,yː
z,1,Sikkimese,Onset,z
øː,1,Sikkimese,Nucleus,øː
ŋ,1,Sikkimese,Coda,ŋ
ŋ,1,Sikkimese,Onset,ŋ
ŋ̥,1,Sikkimese,Onset,ŋ̥
ɐ,1,Sikkimese,Nucleus,ɐ
ɐɪ,1,Sikkimese,Nucleus,ɐ
ɐː,1,Sikkimese,Nucleus,ɐː
ɔ,1,Sikkimese,Nucleus,ɔ
ɔɪ,1,Sikkimese,Nucleus,ɔ
ɕ,1,Sikkimese,Onset,ɕ
ɖ,1,Sikkimese,Onset,ɖ
ɖ̤,1,Sikkimese,Onset,ɖ̤
ɛ,1,Sikkimese,Nucleus,ɛ
ɛɪ,1,Sikkimese,Nucleus,ɛ
ɛʊ,1,Sikkimese,Nucleus,ɛ
ɛː,1,Sikkimese,Nucleus,ɛː
ɡ,1,Sikkimese,Onset,ɡ
ɡj,1,Sikkimese,Onset,ɡ
ɡ̤,1,Sikkimese,Onset,ɡ̤
ɡ̤j,1,Sikkimese,Onset,ɡ̤
ɦ,1,Sikkimese,Onset,ɦ
ɪ,1,Sikkimese,Nucleus,ɪ
ɪʊ,1,Sikkimese,Nucleus,ɪ
ɲ,1,Sikkimese,Onset,ɲ
ɲ̥,1,Sikkimese,Onset,ɲ̥
ʈ,1,Sikkimese,Onset,ʈ
ʈʰ,1,Sikkimese,Onset,ʈʰ
ʊ,1,Sikkimese,Nucleus,ʊ
ʊɪ,1,Sikkimese,Nucleus,ʊ
ʑ,1,Sikkimese,Onset,ʑ
ʔ,1,Sikkimese,Coda,ʔ
ʔ,1,Sikkimese,Onset,ʔ
#,1,Sindhi,Onset,#
#,1,Sindhi,Coda,#
a,1,Sindhi,Nucleus,a
b,1,Sindhi,Onset,b
b,1,Sindhi,Coda,b
br,1,Sindhi,Onset,b
b̤,1,Sindhi,Onset,b̤
b̤,1,Sindhi,Coda,b̤
c,1,Sindhi,Onset,c
c,1,Sindhi,Coda,c
cʰ,1,Sindhi,Onset,cʰ
cʰ,1,Sindhi,Coda,cʰ
d,1,Sindhi,Onset,d
d,1,Sindhi,Coda,d
dv,1,Sindhi,Onset,d
d̤,1,Sindhi,Onset,d̤
d̤,1,Sindhi,Coda,d̤
d̤j,1,Sindhi,Onset,d̤
e,1,Sindhi,Nucleus,e
f,1,Sindhi,Onset,f
f,1,Sindhi,Coda,f
fl,1,Sindhi,Onset,f
fr,1,Sindhi,Onset,f
h,1,Sindhi,Onset,h
h,1,Sindhi,Coda,h
hj,1,Sindhi,Onset,h
hr,1,Sindhi,Onset,h
i,1,Sindhi,Nucleus,i
j,1,Sindhi,Onset,j
j,1,Sindhi,Coda,j
k,1,Sindhi,Onset,k
k,1,Sindhi,Coda,k
kj,1,Sindhi,Onset,k
kr,1,Sindhi,Onset,k
kv,1,Sindhi,Onset,k
kʰ,1,Sindhi,Onset,kʰ
kʰ,1,Sindhi,Coda,kʰ
kʰj,1,Sindhi,Onset,kʰ
l,1,Sindhi,Onset,l
l,1,Sindhi,Coda,l
lj,1,Sindhi,Onset,l
m,1,Sindhi,Onset,m
m,1,Sindhi,Coda,m
mj,1,Sindhi,Onset,m
n,1,Sindhi,Onset,n
n,1,Sindhi,Coda,n
nj,1,Sindhi,Onset,n
ns,1,Sindhi,Coda,n
o,1,Sindhi,Nucleus,o
p,1,Sindhi,Onset,p
p,1,Sindhi,Coda,p
pj,1,Sindhi,Onset,p
pl,1,Sindhi,Onset,p
pr,1,Sindhi,Onset,p
pʰ,1,Sindhi,Onset,pʰ
pʰ,1,Sindhi,Coda,pʰ
r,1,Sindhi,Onset,r
r,1,Sindhi,Coda,r
rc,1,Sindhi,Coda,r
rj,1,Sindhi,Onset,r
rm,1,Sindhi,Coda,r
rs,1,Sindhi,Coda,r
rɟ,1,Sindhi,Coda,r
s,1,Sindhi,Onset,s
s,1,Sindhi,Coda,s
sj,1,Sindhi,Onset,s
sl,1,Sindhi,Onset,s
sv,1,Sindhi,Onset,s
sʈ,1,Sindhi,Coda,s
t,1,Sindhi,Onset,t
t,1,Sindhi,Coda,t
th,1,Sindhi,Onset,t
tr,1,Sindhi,Onset,t
tʰ,1,Sindhi,Onset,tʰ
tʰ,1,Sindhi,Coda,tʰ
tʰj,1,Sindhi,Onset,tʰ
u,1,Sindhi,Nucleus,u
vj,1,Sindhi,Onset,v
x,1,Sindhi,Onset,x
x,1,Sindhi,Coda,x
xj,1,Sindhi,Onset,x
xv,1,Sindhi,Onset,x
z,1,Sindhi,Onset,z
z,1,Sindhi,Coda,z
zj,1,Sindhi,Onset,z
ç,1,Sindhi,Onset,ç
ç,1,Sindhi,Coda,ç
çj,1,Sindhi,Onset,ç
çl,1,Sindhi,Onset,ç
çr,1,Sindhi,Onset,ç
ŋ,1,Sindhi,Coda,ŋ
ŋk,1,Sindhi,Coda,ŋ
ŋɡ,1,Sindhi,Coda,ŋ
ɓ,1,Sindhi,Onset,ɓ
ɓ,1,Sindhi,Coda,ɓ
ɓj,1,Sindhi,Onset,ɓ
ɔ,1,Sindhi,Nucleus,ɔ
ɖ,1,Sindhi,Onset,ɖ
ɖ,1,Sindhi,Coda,ɖ
ɖr,1,Sindhi,Onset,ɖ
ɖ̤,1,Sindhi,Onset,ɖ̤
ɖ̤,1,Sindhi,Coda,ɖ̤
ɗ,1,Sindhi,Onset,ɗ
ɗ,1,Sindhi,Coda,ɗ
ə,1,Sindhi,Nucleus,ə
ɛ,1,Sindhi,Nucleus,ɛ
ɟ,1,Sindhi,Onset,ɟ
ɟ,1,Sindhi,Coda,ɟ
ɟ̤,1,Sindhi,Onset,ɟ̤
ɟ̤,1,Sindhi,Coda,ɟ̤
ɠ,1,Sindhi,Onset,ɠ
ɠ,1,Sindhi,Coda,ɠ
ɡ,1,Sindhi,Onset,ɡ
ɡ,1,Sindhi,Coda,ɡ
ɡj,1,Sindhi,Onset,ɡ
ɡ̤,1,Sindhi,Onset,ɡ̤
ɡ̤,1,Sindhi,Coda,ɡ̤
ɣ,1,Sindhi,Onset,ɣ
ɣ,1,Sindhi,Coda,ɣ
ɣj,1,Sindhi,Onset,ɣ
ɪ,1,Sindhi,Nucleus,ɪ
ɲ,1,Sindhi,Coda,ɲ
ɲc,1,Sindhi,Coda,ɲ
ɲɟ,1,Sindhi,Coda,ɲ
ɳ,1,Sindhi,Onset,ɳ
ɳ,1,Sindhi,Coda,ɳ
ɳʈ,1,Sindhi,Coda,ɳ
ɽ,1,Sindhi,Onset,ɽ
ɽ,1,Sindhi,Coda,ɽ
ʄ,1,Sindhi,Onset,ʄ
ʄ,1,Sindhi,Coda,ʄ
ʈ,1,Sindhi,Onset,ʈ
ʈ,1,Sindhi,Coda,ʈ
ʈj,1,Sindhi,Onset,ʈ
ʈr,1,Sindhi,Onset,ʈ
ʈʰ,1,Sindhi,Onset,ʈʰ
ʈʰ,1,Sindhi,Coda,ʈʰ
ʊ,1,Sindhi,Nucleus,ʊ
ʋ,1,Sindhi,Onset,ʋ
ʋ,1,Sindhi,Coda,ʋ
ᶑj,1,Sindhi,Onset,j
#,1,Sinhala,Onset,#
#,1,Sinhala,Coda,#
mm,1,Sinhala,Coda,m
nm,1,Sinhala,Coda,n
ŋm,1,Sinhala,Coda,ŋ
mn,1,Sinhala,Coda,m
nn,1,Sinhala,Coda,n
ŋn,1,Sinhala,Coda,ŋ
mŋ,1,Sinhala,Coda,m
nŋ,1,Sinhala,Coda,n
ŋŋ,1,Sinhala,Coda,ŋ
aa,1,Sinhala,Nucleus,a
aːa,1,Sinhala,Nucleus,aː
ea,1,Sinhala,Nucleus,e
eːa,1,Sinhala,Nucleus,eː
ia,1,Sinhala,Nucleus,i
iːa,1,Sinhala,Nucleus,iː
oa,1,Sinhala,Nucleus,o
oːa,1,Sinhala,Nucleus,oː
ua,1,Sinhala,Nucleus,u
uːa,1,Sinhala,Nucleus,uː
æa,1,Sinhala,Nucleus,æ
æːa,1,Sinhala,Nucleus,æː
əa,1,Sinhala,Nucleus,ə
əːa,1,Sinhala,Nucleus,əː
aaː,1,Sinhala,Nucleus,a
aːaː,1,Sinhala,Nucleus,aː
eaː,1,Sinhala,Nucleus,e
eːaː,1,Sinhala,Nucleus,eː
iaː,1,Sinhala,Nucleus,i
iːaː,1,Sinhala,Nucleus,iː
oaː,1,Sinhala,Nucleus,o
oːaː,1,Sinhala,Nucleus,oː
uaː,1,Sinhala,Nucleus,u
uːaː,1,Sinhala,Nucleus,uː
æaː,1,Sinhala,Nucleus,æ
æːaː,1,Sinhala,Nucleus,æː
əaː,1,Sinhala,Nucleus,ə
əːaː,1,Sinhala,Nucleus,əː
ae,1,Sinhala,Nucleus,a
aːe,1,Sinhala,Nucleus,aː
ee,1,Sinhala,Nucleus,e
eːe,1,Sinhala,Nucleus,eː
ie,1,Sinhala,Nucleus,i
iːe,1,Sinhala,Nucleus,iː
oe,1,Sinhala,Nucleus,o
oːe,1,Sinhala,Nucleus,oː
ue,1,Sinhala,Nucleus,u
uːe,1,Sinhala,Nucleus,uː
æe,1,Sinhala,Nucleus,æ
æːe,1,Sinhala,Nucleus,æː
əe,1,Sinhala,Nucleus,ə
əːe,1,Sinhala,Nucleus,əː
aeː,1,Sinhala,Nucleus,a
aːeː,1,Sinhala,Nucleus,aː
eeː,1,Sinhala,Nucleus,e
eːeː,1,Sinhala,Nucleus,eː
ieː,1,Sinhala,Nucleus,i
iːeː,1,Sinhala,Nucleus,iː
oeː,1,Sinhala,Nucleus,o
oːeː,1,Sinhala,Nucleus,oː
ueː,1,Sinhala,Nucleus,u
uːeː,1,Sinhala,Nucleus,uː
æeː,1,Sinhala,Nucleus,æ
æːeː,1,Sinhala,Nucleus,æː
əeː,1,Sinhala,Nucleus,ə
əːeː,1,Sinhala,Nucleus,əː
ai,1,Sinhala,Nucleus,a
aːi,1,Sinhala,Nucleus,aː
ei,1,Sinhala,Nucleus,e
eːi,1,Sinhala,Nucleus,eː
ii,1,Sinhala,Nucleus,i
iːi,1,Sinhala,Nucleus,iː
oi,1,Sinhala,Nucleus,o
oːi,1,Sinhala,Nucleus,oː
ui,1,Sinhala,Nucleus,u
uːi,1,Sinhala,Nucleus,uː
æi,1,Sinhala,Nucleus,æ
æːi,1,Sinhala,Nucleus,æː
əi,1,Sinhala,Nucleus,ə
əːi,1,Sinhala,Nucleus,əː
aiː,1,Sinhala,Nucleus,a
aːiː,1,Sinhala,Nucleus,aː
eiː,1,Sinhala,Nucleus,e
eːiː,1,Sinhala,Nucleus,eː
iiː,1,Sinhala,Nucleus,i
iːiː,1,Sinhala,Nucleus,iː
oiː,1,Sinhala,Nucleus,o
oːiː,1,Sinhala,Nucleus,oː
uiː,1,Sinhala,Nucleus,u
uːiː,1,Sinhala,Nucleus,uː
æiː,1,Sinhala,Nucleus,æ
æːiː,1,Sinhala,Nucleus,æː
əiː,1,Sinhala,Nucleus,ə
əːiː,1,Sinhala,Nucleus,əː
ao,1,Sinhala,Nucleus,a
aːo,1,Sinhala,Nucleus,aː
eo,1,Sinhala,Nucleus,e
eːo,1,Sinhala,Nucleus,eː
io,1,Sinhala,Nucleus,i
iːo,1,Sinhala,Nucleus,iː
oo,1,Sinhala,Nucleus,o
oːo,1,Sinhala,Nucleus,oː
uo,1,Sinhala,Nucleus,u
uːo,1,Sinhala,Nucleus,uː
æo,1,Sinhala,Nucleus,æ
æːo,1,Sinhala,Nucleus,æː
əo,1,Sinhala,Nucleus,ə
əːo,1,Sinhala,Nucleus,əː
aoː,1,Sinhala,Nucleus,a
aːoː,1,Sinhala,Nucleus,aː
eoː,1,Sinhala,Nucleus,e
eːoː,1,Sinhala,Nucleus,eː
ioː,1,Sinhala,Nucleus,i
iːoː,1,Sinhala,Nucleus,iː
ooː,1,Sinhala,Nucleus,o
oːoː,1,Sinhala,Nucleus,oː
uoː,1,Sinhala,Nucleus,u
uːoː,1,Sinhala,Nucleus,uː
æoː,1,Sinhala,Nucleus,æ
æːoː,1,Sinhala,Nucleus,æː
əoː,1,Sinhala,Nucleus,ə
əːoː,1,Sinhala,Nucleus,əː
au,1,Sinhala,Nucleus,a
aːu,1,Sinhala,Nucleus,aː
eu,1,Sinhala,Nucleus,e
